t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
3.519158699808796,3.3259464627151067,3.334915391969407,2.9573684210526325,3.5655414012738853,3.571273885350318,1.2075850475468237,1.2056466742161203,0.9983948349355259,39.959999999999994,40.464000000000006,2.32928,2.2167600000000007,1.0,0.6423900573613768,0.45159235668789804,0.929043062200957,-40.71290630975144,0.003228575564562831,-0.4679399739016965,-0.03444646271510754
