t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.153315315315314,4.171851351351352,4.1249492680180175,4.293977272727274,4.096629999999999,4.1584175,0.968430253790986,0.9540409135416938,0.9851415833066304,28.810799999999993,28.7604,1.930205,1.917877,0.0,1.6896396396396398,1.6849,1.732727272727273,-22.3221171171171,0.03939140243902439,-0.6327993348115297,-0.05143468468468537
