t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.153315315315316,3.7941216216216214,3.9629422297297294,3.355166666666667,4.156063063063063,4.233076576576576,1.2616591058297877,1.2387053985583616,0.9818067280096793,28.810799999999993,28.953000000000003,1.930205,1.7470139999999998,1.0,1.7062162162162164,1.9414414414414414,1.4709909909909913,-159.48234234234232,0.0660120852559877,-0.45499340804218846,-0.04723828828828758
