t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.378693693693694,3.966216216216213,3.980729279279276,3.3048863636363626,4.407164179104479,4.4005223880597,1.3315200293960519,1.3335297175710699,1.0015093187715167,28.656,28.98000000000001,2.03398,1.8540999999999996,1.0,0.24986486486486487,0.11634328358208955,0.4531818181818182,-87.84243243243242,-0.007437245590230669,-0.9959591942148759,-0.03421621621621318
