t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.378693693693694,3.9577927927927887,3.968667567567564,3.2852272727272718,4.407164179104479,4.399477611940297,1.3391699406805473,1.3415096774859712,1.0017471545129177,28.656,28.907999999999998,2.03398,1.8403300000000005,1.0,0.2553153153153153,0.10723880597014925,0.4807954545454546,-90.42324324324323,-0.008547829036635039,-1.0238620867768595,-0.03545945945945528
