t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
3.519158699808796,3.321912045889102,3.334400382409179,2.9600000000000004,3.5655414012738853,3.5628025477706986,1.2036495093819926,1.2045747977276637,1.0007687356979411,39.959999999999994,40.5,2.32928,2.21936,1.0,0.2710516252390057,0.1632165605095541,0.43306220095693776,-40.896596558317405,-0.0003094962362478273,-0.46471378860374085,-0.034245379222434646
